FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TYPE_OF_CROP,Tipo di coltivazione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_TYPE_OF_CROP_EUCODE,Codice Eurostat,NOTE_TYPE_OF_CROP,Tipo di coltivazione (NOTE_TYPE_OF_CROP),NOTE_TIME_PERIOD,Tempo (NOTE_TIME_PERIOD),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PARSNGREEN,Prezzemolo in serra,2025,4201,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',I5000_I,I5000_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHAPOHPS,'Altre piante aromatiche, medicinali e culinarie',2025,15391,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',I5000_V,I5000_V,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CERFORRLEY,Orzo a maturazione cerosa,2025,228000,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G1100_I,G1100_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CEROIS,Mais ceroso,2025,27974705,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G3000,G3000,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,COMMEGRASS,Loietto,2025,245921,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G1100_II,G1100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHEEHERBA,Altri erbai monofiti,2025,1001059,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G1100_III,G1100_III,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,GRAM,Graminacee,2025,162273,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G1200_I,G1200_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,DRIESES,Leguminose,2025,32026,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G1200_II,G1200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHETURES,Altri miscugli,2025,475060,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G1200_III,G1200_III,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,LUCERNE,Erba medica,2025,2486960,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G2100,G2100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,MIXEPORARY,Prati avvicendati polifiti,2025,1654687,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G2900_IV,G2900_IV,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,LVRADBENDS,Trifoglio e miscele,2025,1241,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G2910,G2910,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,LEGMIX,Miscele di leguminose,2025,622872,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G2920,G2920,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTMFC,Altri erbai monofiti di cereali,2025,3347650,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G9100,G9100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHGRENOCER,Altre piante raccolte verdi da seminativi,2025,186650,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',G9900,G9900,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHFRELPULS,Altri legumi freschi,2025,100,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V5900,V5900,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,FRESADBEAN,Fava fresca in piena aria,2025,100,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V5900_I,V5900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,LEEKOPENFI,Porro in piena aria,2025,85869,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2100,V2100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,HTABG,Cavolo bianco,2025,484165,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1310,V1310,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,HTABG,Cavolo bianco,2026,426188,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1310,V1310,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,SAVOBAGEIN,Cavolo verza,2025,65400,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1330,V1330,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,SAVOBAGEIN,Cavolo verza,2026,52595,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1330,V1330,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHBROCI,Altri cavoli diversi dai broccoletti di rapa,2025,4140,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1900_II,V1900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,OTHBROCI,Altri cavoli diversi dai broccoletti di rapa,2026,4048,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1900_II,V1900_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,BROCINOPEN,Broccoletto di rapa in piena aria,2025,7525,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1900_I,V1900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,BROCINOPEN,Broccoletto di rapa in piena aria,2026,6637,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1900_I,V1900_I,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CAULERAND,Cavolfiore  (e cavolo broccolo),2025,63671,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1100,V1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CAULERAND,Cavolfiore  (e cavolo broccolo),2026,59384,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V1100,V1100,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,PEAENFIEL,Pisello in piena aria,2025,120664,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V5100_II,V5100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,FRESNEYBEA,Fagiolo e fagiolino in piena aria,2025,60799,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V5200_II,V5200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,FRESNEYBEA,Fagiolo e fagiolino in piena aria,2026,42980,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V5200_II,V5200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,SHALLOT,Scalogno in piena aria,2025,4684,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4220,V4220,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,SHALLOT,Scalogno in piena aria,2026,4896,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4220,V4220,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ONIOOPENF,Cipolla in piena aria,2025,236620,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4210,V4210,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ONIOOPENF,Cipolla in piena aria,2026,220178,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4210,V4210,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CARRNDPARS,Carota e pastinaca in piena aria,2025,290462,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4100_II,V4100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CARRNDPARS,Carota e pastinaca in piena aria,2026,274358,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4100_II,V4100_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,BEETANDLEA,Barbabietola da orto in piena aria,2025,3663,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V4300_II,V4300_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ASPAINGREOPEN,Asparago in piena aria,2025,124547,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2600_II,V2600_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,ASPAINGREOPEN,Asparago in piena aria,2026,123212,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2600_II,V2600_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CHICNOPEN,Radicchio o cicoria in piena aria,2025,796069,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2700_II,V2700_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CHICNOPEN,Radicchio o cicoria in piena aria,2026,552430,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2700_II,V2700_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,CELEOPENF,Sedano in piena aria,2025,11166,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2200_II,V2200_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,GLOBICHOKE,Carciofo in piena aria,2025,1932,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2800,V2800,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,GLOBICHOKE,Carciofo in piena aria,2026,2366,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V2800,V2800,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,EGGINOPE,Melanzana in piena aria,2025,24600,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V3410_II,V3410_II,,,,,,,,,,
A,Annuale,ITD3,Veneto,HP_Q_EXT,Produzione raccolta - quintali,EGGINOPE,Melanzana in piena aria,2026,21918,,,,,TIPO_DATO5__HP_Q_EXT_N1,'Per tutte le coltivazioni foraggere temporanee e permanenti, a partire dal 2020 i valori di produzione sono espressi in quintali;<br />Dal 2020 sono diffusi i valori di produzione raccolta in quanto necessari per il calcolo della resa. <br />La serie storica e di conseguenza l"'attendibilità dei dati diffusi negli anni precedenti non vengono compromessi perché, per le foraggere, i valori di produzione totale e raccolta coincidono.',V3410_II,V3410_II,,,,,,,,,,
